Name,Level,School,Casting Time,Ritual,Duration,Concentration,Range (feet),Area (feet),Area Type,Attack/ Save,Damage/Effect,V,S,M,Materials,Consumed,Spell Tags,Bard,Cleric,Druid,Paladin,Ranger,Sorcerer,Warlock,Wizard,Source,Details,Link,
Expeditious Retreat,1,Transmutation,1 Bonus Action,FALSE,10 Minutes,TRUE,Self,,,,Movement,TRUE,TRUE,FALSE,,FALSE,Movement,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,PHB 2024,"You take the Dash action, and until the spell ends, you can take that action again as a Bonus Action.",https://www.dndbeyond.com/spells/2619189-expeditious-retreat,
Eyebite,6,Necromancy,1 Action,FALSE,1 Minute,TRUE,Self,,,Wisdom,Unconscious,TRUE,TRUE,FALSE,,FALSE,Debuff,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,PHB 2024,"For the duration, your eyes become an inky void. One creature of your choice within 60 feet of you that you can see must succeed on a Wisdom saving throw or be affected by one of the following effects of your choice for the duration. On each of your turns until the spell ends, you can take a Magic action to target another creature but can’t target a creature again if it has succeeded on a save against this casting of the spell. Asleep. The target has the Unconscious condition. It wakes up if it takes any damage or if another creature takes an action to shake it awake. Panicked. The target has the Frightened condition. On each of its turns, the Frightened target must take the Dash action and move away from you by the safest and shortest route available. If the target moves to a space at least 60 feet away from you where it can’t see you, this effect ends. Sickened. The target has the Poisoned condition.",https://www.dndbeyond.com/spells/2619191-eyebite,
Fabricate,4,Transmutation,10 Minutes,FALSE,Instantaneous,FALSE,,120,Cube,,Creation,TRUE,TRUE,FALSE,,FALSE,Creation,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,PHB 2024,"You convert raw materials into products of the same material. For example, you can fabricate a wooden bridge from a clump of trees, a rope from a patch of hemp, or clothes from flax or wool. Choose raw materials that you can see within range. You can fabricate a Large or smaller object (contained within a 10-foot Cube or eight connected 5-foot Cubes) given a sufficient quantity of material. If you’re working with metal, stone, or another mineral substance, however, the fabricated object can be no larger than Medium (contained within a 5-foot Cube). The quality of any fabricated objects is based on the quality of the raw materials. Creatures and magic items can’t be created by this spell. You also can’t use it to create items that require a high degree of skill—such as weapons and armor—unless you have proficiency with the type of Artisan’s Tools used to craft such objects.",https://www.dndbeyond.com/spells/2618848-fabricate,
Faerie Fire,1,Evocation,1 Action,FALSE,1 Minute,TRUE,60,20,Cube,Dexterity,Debuff,TRUE,FALSE,FALSE,,FALSE,Debuff,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,"Objects in a 20-foot Cube within range are outlined in blue, green, or violet light (your choice). Each creature in the Cube is also outlined if it fails a Dexterity saving throw. For the duration, objects and affected creatures shed Dim Light in a 10-foot radius and can’t benefit from the Invisible condition. Attack rolls against an affected creature or object have Advantage if the attacker can see it.",https://www.dndbeyond.com/spells/2618858-faerie-fire,
False Life,1,Necromancy,1 Action,FALSE,Instantaneous,FALSE,Self,,,,Buff,TRUE,TRUE,TRUE,Drop of alcohol,FALSE,Buff,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PHB 2024,You gain 2d4 + 4 Temporary Hit Points. Using a Higher-Level Spell Slot. You gain 5 additional Temporary Hit Points for each spell slot level above 1.,https://www.dndbeyond.com/spells/2618866-false-life,
Fear,3,Illusion,1 Action,FALSE,1 Minute,TRUE,Self,30,Cone,Wisdom,Frightened,TRUE,TRUE,TRUE,White feather,FALSE,"Control, Debuff",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,PHB 2024,"Each creature in a 30-foot Cone must succeed on a Wisdom saving throw or drop whatever it is holding and have the Frightened condition for the duration. A Frightened creature takes the Dash action and moves away from you by the safest route on each of its turns unless there is nowhere to move. If the creature ends its turn in a space where it doesn’t have line of sight to you, the creature makes a Wisdom saving throw. On a successful save, the spell ends on that creature.",https://www.dndbeyond.com/spells/2618872-fear,
Feather Fall,1,Transmutation,1 Reaction,FALSE,1 Minute,FALSE,60,,,,Eploration,TRUE,FALSE,TRUE,Small feather r piece of down,FALSE,"Utility, Exploration",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PHB 2024,"Choose up to five falling creatures within range. A falling creature’s rate of descent slows to 60 feet per round until the spell ends. If a creature lands before the spell ends, the creature takes no damage from the fall, and the spell ends for that creature. * - which you take when you or a creature you can see within 60 feet of you falls",https://www.dndbeyond.com/spells/2618874-feather-fall,
Feign Death,3,Necromancy,1 Action,TRUE,1 Hour,FALSE,Touch,,,,Blinded,TRUE,TRUE,TRUE,Pinch of graveyard dirt,FALSE,"Buff, Debuff, Deception",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,PHB 2024,"You touch a willing creature and put it into a cataleptic state that is indistinguishable from death. For the duration, the target appears dead to outward inspection and to spells used to determine the target’s status. The target has the Blinded and Incapacitated conditions, and its Speed is 0. The target also has Resistance to all damage except Psychic damage, and it has Immunity to the Poisoned condition.",https://www.dndbeyond.com/spells/2618873-feign-death,
Find Familiar,1,Conjuration,1 Hour,TRUE,Instantaneous,FALSE,10,,,,Summoning,TRUE,TRUE,TRUE,Burning incense worth 10+ GP,TRUE,Summoning,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,PHB 2024,"You gain the service of a familiar, a spirit that takes an animal form you choose: Bat, Cat, Frog, Hawk, Lizard, Octopus, Owl, Rat, Raven, Spider, Weasel, or another Beast that has a Challenge Rating of 0. Appearing in an unoccupied space within range, the familiar has the statistics of the chosen form, though it is a Celestial, Fey, or Fiend (your choice) instead of a Beast. Your familiar acts independently of you, but it obeys your commands. Telepathic Connection. While your familiar is within 100 feet of you, you can communicate with it telepathically. Additionally, as a Bonus Action, you can see through the familiar’s eyes and hear what it hears until the start of your next turn, gaining the benefits of any special senses it has. Finally, when you cast a spell with a range of touch, your familiar can deliver the touch. Your familiar must be within 100 feet of you, and it must take a Reaction to deliver the touch when you cast the spell. Combat. The familiar is an ally to you and your allies. It rolls its own Initiative and acts on its own turn. A familiar can’t attack, but it can take other actions as normal. Disappearance of the Familiar. When the familiar drops to 0 Hit Points, it disappears. It reappears after you cast this spell again. As a Magic action, you can temporarily dismiss the familiar to a pocket dimension. Alternatively, you can dismiss it forever. As a Magic action while it is temporarily dismissed, you can cause it to reappear in an unoccupied space within 30 feet of you. Whenever the familiar drops to 0 Hit Points or disappears into the pocket dimension, it leaves behind in its space anything it was wearing or carrying. One Familiar Only. You can’t have more than one familiar at a time. If you cast this spell while you have a familiar, you instead cause it to adopt a new eligible form.",https://www.dndbeyond.com/spells/2618877-find-familiar,
Find Steed,2,Conjuration,1 Action,FALSE,Instantaneous,FALSE,30,,,,Summoning,TRUE,TRUE,FALSE,,FALSE,Summoning,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,PHB 2024,"You summon an otherworldly being that appears as a loyal steed in an unoccupied space of your choice within range. This creature uses the Otherworldly Steed stat block. If you already have a steed from this spell, the steed is replaced by the new one. The steed resembles a Large, rideable animal of your choice, such as a horse, a camel, a dire wolf, or an elk. Whenever you cast the spell, choose the steed’s creature type—Celestial, Fey, or Fiend—which determines certain traits in the stat block. Combat. The steed is an ally to you and your allies. In combat, it shares your Initiative count, and it functions as a controlled mount while you ride it (as defined in the rules on mounted combat). If you have the Incapacitated condition, the steed takes its turn immediately after yours and acts independently, focusing on protecting you. Disappearance of the Steed. The steed disappears if it drops to 0 Hit Points or if you die. When it disappears, it leaves behind anything it was wearing or carrying. If you cast this spell again, you decide whether you summon the steed that disappeared or a different one. Using a Higher-Level Spell Slot. Use the spell slot’s level for the spell’s level in the stat block.",https://www.dndbeyond.com/spells/2618879-find-steed,
Find the Path,6,Divination,1 Minute,FALSE,1 Day,TRUE,Self,,,,Detection,TRUE,TRUE,TRUE,"Set of divination tools, such as cards or runes, worth 100+ GP",FALSE,Detection,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,"You magically sense the most direct physical route to a location you name. You must be familiar with the location, and the spell fails if you name a destination on another plane of existence, a moving destination (such as a mobile fortress), or an unspecific destination (such as “a green dragon’s lair”). For the duration, as long as you are on the same plane of existence as the destination, you know how far it is and in what direction it lies. Whenever you face a choice of paths along the way there, you know which path is the most direct.",https://www.dndbeyond.com/spells/2618881-find-the-path,
Find Traps,2,Divination,1 Action,FALSE,Instantaneous,FALSE,120,,,,Detection,TRUE,TRUE,FALSE,,FALSE,Detection,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,PHB 2024,"You sense any trap within range that is within line of sight. A trap, for the purpose of this spell, includes any object or mechanism that was created to cause damage or other danger. Thus, the spell would sense the Alarm or Glyph of Warding spell or a mechanical pit trap, but it wouldn’t reveal a natural weakness in the floor, an unstable ceiling, or a hidden sinkhole. This spell reveals that a trap is present but not its location. You do learn the general nature of the danger posed by a trap you sense.",https://www.dndbeyond.com/spells/2618883-find-traps,
Finger Death,7,Necromancy,1 Action,FALSE,Instantaneous,FALSE,60,,,Constitution,Necrotic,TRUE,TRUE,FALSE,,FALSE,"Creation, Damage, Control",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,PHB 2024,"You unleash negative energy toward a creature you can see within range. The target makes a Constitution saving throw, taking 7d8 + 30 Necrotic damage on a failed save or half as much damage on a successful one. A Humanoid killed by this spell rises at the start of your next turn as a Zombie that follows your verbal orders.",https://www.dndbeyond.com/spells/2618885-finger-of-death,
Fireball,3,Evocation,1 Action,FALSE,Instantaneous,FALSE,150,20,Sphere,Dexterity,Fire,TRUE,TRUE,TRUE,Ball of bat guano and sulfur,FALSE,Damage,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PHB 2024,"A bright streak flashes from you to a point you choose within range and then blossoms with a low roar into a fiery explosion. Each creature in a 20-foot-radius Sphere centered on that point makes a Dexterity saving throw, taking 8d6 Fire damage on a failed save or half as much damage on a successful one. Flammable objects in the area that aren’t being worn or carried start burning. Using a Higher-Level Spell Slot. The damage increases by 1d6 for each spell slot level above 3.",https://www.dndbeyond.com/spells/2618887-fireball,
Fire Bolt,Cantrip,Evocation,1 Action,FALSE,Instantaneous,FALSE,120,,,Ranged,Fire,TRUE,TRUE,FALSE,,FALSE,Damage,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PHB 2024,"You hurl a mote of fire at a creature or an object within range. Make a ranged spell attack against the target. On a hit, the target takes 1d10 Fire damage. A flammable object hit by this spell starts burning if it isn’t being worn or carried. Cantrip Upgrade. The damage increases by 1d10 when you reach levels 5 (2d10), 11 (3d10), and 17 (4d10).",https://www.dndbeyond.com/spells/2618890-fire-bolt,
Fire Shield,4,Evocation,1 Action,FALSE,10 Minutes,FALSE,Self,,,,Fire,TRUE,TRUE,TRUE,Bit of Phosphorus or a firefly,FALSE,"Damage, Buff",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,PHB 2024,"Wispy flames wreathe your body for the duration, shedding Bright Light in a 10-foot radius and Dim Light for an additional 10 feet. The flames provide you with a warm shield or a chill shield, as you choose. The warm shield grants you Resistance to Cold damage, and the chill shield grants you Resistance to Fire damage. In addition, whenever a creature within 5 feet of you hits you with a melee attack roll, the shield erupts with flame. The attacker takes 2d8 Fire damage from a warm shield or 2d8 Cold damage from a chill shield.",https://www.dndbeyond.com/spells/2618894-fire-shield,
Fire Storm,7,Evocation,1 Action,FALSE,Instantaneous,FALSE,150,10,Cube,Dexterity,Fire,TRUE,TRUE,FALSE,,FALSE,Damage,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,PHB 2024,"A storm of fire appears within range. The area of the storm consists of up to ten 10-foot Cubes, which you arrange as you like. Each Cube must be contiguous with at least one other Cube. Each creature in the area makes a Dexterity saving throw, taking 7d10 Fire damage on a failed save or half as much damage on a successful one. Flammable objects in the area that aren’t being worn or carried start burning.",https://www.dndbeyond.com/spells/2618896-fire-storm,
Flame Blade,2,Evocation,1 Bonus Action,FALSE,10 Minutes,TRUE,Self,,,Melee,Fire,TRUE,TRUE,TRUE,Sumac leaf,FALSE,Damage,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,PHB 2024,"You evoke a fiery blade in your free hand. The blade is similar in size and shape to a scimitar, and it lasts for the duration. If you let go of the blade, it disappears, but you can evoke it again as a Bonus Action. As a Magic action, you can make a melee spell attack with the fiery blade. On a hit, the target takes Fire damage equal to 3d6 plus your spellcasting ability modifier. The flaming blade sheds Bright Light in a 10-foot radius and Dim Light for an additional 10 feet. Using a Higher-Level Spell Slot. The damage increases by 1d6 for each spell slot level above 2.",https://www.dndbeyond.com/spells/2618899-flame-blade,
Flame Strike,5,Evocation,1 Action,FALSE,Instantaneous,FALSE,60,10,Cylindar,Dexterity,Fire,TRUE,TRUE,TRUE,Pinch of sulfur,FALSE,Damage,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,"A vertical column of brilliant fire roars down from above. Each creature in a 10-foot-radius, 40-foot-high Cylinder centered on a point within range makes a Dexterity saving throw, taking 5d6 Fire damage and 5d6 Radiant damage on a failed save or half as much damage on a successful one. Using a Higher-Level Spell Slot. The Fire damage and the Radiant damage increase by 1d6 for each spell slot level above 5.",https://www.dndbeyond.com/spells/2618920-flame-strike,
Flaming Sphere,2,Conjuration,1 Action,FALSE,1 Minute,TRUE,60,5,Sphere,Dexterity,Fire,TRUE,TRUE,TRUE,Ball of wax,FALSE,Damage,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,PHB 2024,"You create a 5-foot-diameter sphere of fire in an unoccupied space on the ground within range. It lasts for the duration. Any creature that ends its turn within 5 feet of the sphere makes a Dexterity saving throw, taking 2d6 Fire damage on a failed save or half as much damage on a successful one. As a Bonus Action, you can move the sphere up to 30 feet, rolling it along the ground. If you move the sphere into a creature’s space, that creature makes the save against the sphere, and the sphere stops moving for the turn. When you move the sphere, you can direct it over barriers up to 5 feet tall and jump it across pits up to 10 feet wide. Flammable objects that aren’t being worn or carried start burning if touched by the sphere, and it sheds Bright Light in a 20-foot radius and Dim Light for an additional 20 feet. Using a Higher-Level Spell Slot. The damage increases by 1d6 for each spell slot level above 2.",https://www.dndbeyond.com/spells/2618919-flaming-sphere,
Flesh to Stone,6,Transmutation,1 Action,FALSE,1 Minute,TRUE,60,,,Constitution,Petrified,TRUE,TRUE,TRUE,Cockatrice Feather,FALSE,"Control, Debuff",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,PHB 2024,"You attempt to turn one creature that you can see within range into stone. The target makes a Constitution saving throw. On a failed save, it has the Restrained condition for the duration. On a successful save, its Speed is 0 until the start of your next turn. Constructs automatically succeed on the save. A Restrained target makes another Constitution saving throw at the end of each of its turns. If it successfully saves against this spell three times, the spell ends. If it fails its saves three times, it is turned to stone and has the Petrified condition for the duration. The successes and failures needn’t be consecutive; keep track of both until the target collects three of a kind. If you maintain your Concentration on this spell for the entire possible duration, the target is Petrified until the condition is ended by Greater Restoration or similar magic.",https://www.dndbeyond.com/spells/2618905-flesh-to-stone,
Fly,3,Transmutation,1 Action,FALSE,10 Minutes,TRUE,Touch,,,,Movement,TRUE,TRUE,TRUE,Feather,FALSE,Movement,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,PHB 2024,"You touch a willing creature. For the duration, the target gains a Fly Speed of 60 feet and can hover. When the spell ends, the target falls if it is still aloft unless it can stop the fall. Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 3.",https://www.dndbeyond.com/spells/2618909-fly,
Fog Cloud,1,Conjuration,1 Action,FALSE,1 Hour,TRUE,120,20,Sphere,,Control,TRUE,TRUE,FALSE,,FALSE,"Control, Environmnet",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,PHB 2024,You create a 20-foot-radius Sphere of fog centered on a point within range. The Sphere is Heavily Obscured. It lasts for the duration or until a strong wind (such as one created by Gust of Wind) disperses it. Using a Higher-Level Spell Slot. The fog’s radius increases by 20 feet for each spell slot level above 1.,https://www.dndbeyond.com/spells/2618910-fog-cloud,
Forbiddance,6,Abjuration,10 Minutes,TRUE,1 Day,FALSE,Touch,"40,000",Square,,Radiant,TRUE,TRUE,TRUE,"Ruby dust worth 1,000+ GP",FALSE,Control,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,"You create a ward against magical travel that protects up to 40,000 square feet of floor space to a height of 30 feet above the floor. For the duration, creatures can’t teleport into the area or use portals, such as those created by the Gate spell, to enter the area. The spell proofs the area against planar travel, and therefore prevents creatures from accessing the area by way of the Astral Plane, the Ethereal Plane, the Feywild, the Shadowfell, or the Plane Shift spell. In addition, the spell damages types of creatures that you choose when you cast it. Choose one or more of the following: Aberrations, Celestials, Elementals, Fey, Fiends, and Undead. When a creature of a chosen type enters the spell’s area for the first time on a turn or ends its turn there, the creature takes 5d10 Radiant or Necrotic damage (your choice when you cast this spell). You can designate a password when you cast the spell. A creature that speaks the password as it enters the area takes no damage from the spell. The spell’s area can’t overlap with the area of another Forbiddance spell. If you cast Forbiddance every day for 30 days in the same location, the spell lasts until it is dispelled, and the Material components are consumed on the last casting.",https://www.dndbeyond.com/spells/2618913-forbiddance,
Forecage,7,Evocation,1 Action,FALSE,1 Hour,TRUE,,100,Cube,Charisma,Control,TRUE,TRUE,TRUE,"Ruby dust worth, 1,500+ GP",TRUE,"Control, Warding",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,PHB 2024,"An immobile, Invisible, Cube-shaped prison composed of magical force springs into existence around an area you choose within range. The prison can be a cage or a solid box, as you choose. A prison in the shape of a cage can be up to 20 feet on a side and is made from 1/2-inch diameter bars spaced 1/2 inch apart. A prison in the shape of a box can be up to 10 feet on a side, creating a solid barrier that prevents any matter from passing through it and blocking any spells cast into or out from the area. When you cast the spell, any creature that is completely inside the cage’s area is trapped. Creatures only partially within the area, or those too large to fit inside it, are pushed away from the center of the area until they are completely outside it. A creature inside the cage can’t leave it by nonmagical means. If the creature tries to use teleportation or interplanar travel to leave, it must first make a Charisma saving throw. On a successful save, the creature can use that magic to exit the cage. On a failed save, the creature doesn’t exit the cage and wastes the spell or effect. The cage also extends into the Ethereal Plane, blocking ethereal travel. This spell can’t be dispelled by Dispel Magic.",https://www.dndbeyond.com/spells/2618916-forcecage,
Foresight,9,Divination,1 Minute,FALSE,8 Hours,FALSE,Touch,,,,Buff,TRUE,TRUE,TRUE,Hummingbird feather,FALSE,"Buff, Debuff, Foreknowledge",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,PHB 2024,"You touch a willing creature and bestow a limited ability to see into the immediate future. For the duration, the target has Advantage on D20 Tests, and other creatures have Disadvantage on attack rolls against it. The spell ends early if you cast it again.",https://www.dndbeyond.com/spells/2618918-foresight,
Fount of Moonlight,4,Evocation,1 Action,FALSE,10 Minutes,TRUE,Self,,,Constitution,Radiant,TRUE,TRUE,FALSE,,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,"A cool light wreathes your body for the duration, emitting Bright Light in a 20-foot radius and Dim Light for an additional 20 feet. Until the spell ends, you have Resistance to Radiant damage, and your melee attacks deal an extra 2d6 Radiant damage on a hit. In addition, immediately after you take damage from a creature you can see within 60 feet of yourself, you can take a Reaction to force the creature to make a Constitution saving throw. On a failed save, the creature has the Blinded condition until the end of your next turn.",https://www.dndbeyond.com/spells/2618835-fount-of-moonlight,
Freedom of Movement,4,Abjuration,1 Action,FALSE,1 Hour,FALSE,Touch,,,,Buff,TRUE,TRUE,TRUE,Leather strap,FALSE,"Buff, Movement",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,PHB 2024,"You touch a willing creature. For the duration, the target’s movement is unaffected by Difficult Terrain, and spells and other magical effects can neither reduce the target’s Speed nor cause the target to have the Paralyzed or Restrained conditions. The target also has a Swim Speed equal to its Speed. In addition, the target can spend 5 feet of movement to automatically escape from nonmagical restraints, such as manacles or a creature imposing the Grappled condition on it. Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 4.",https://www.dndbeyond.com/spells/2618921-freedom-of-movement,
Friends,Cantrip,Enchantment,1 Action,FALSE,1 Minute,TRUE,10,,,,Buff,FALSE,TRUE,TRUE,Some Makeup,FALSE,"Buff, Social, Deception",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,PHB 2024,"You magically emanate a sense of friendship toward one creature you can see within range. The target must succeed on a Wisdom saving throw or have the Charmed condition for the duration. The target succeeds automatically if it isn’t a Humanoid, if you’re fighting it, or if you have cast this spell on it within the past 24 hours. The spell ends early if the target takes damage or if you make an attack roll, deal damage, or force anyone to make a saving throw. When the spell ends, the target knows it was Charmed by you.",https://www.dndbeyond.com/spells/2618924-friends,
Gaseous Form,3,Transmutation,1 Action,FALSE,1 Hour,TRUE,Touch,,,,Buff,TRUE,TRUE,TRUE,Bit of gauze,FALSE,"Buff, Movement",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,PHB 2024,"A willing creature you touch shape-shifts, along with everything it’s wearing and carrying, into a misty cloud for the duration. The spell ends on the target if it drops to 0 Hit Points or if it takes a Magic action to end the spell on itself. While in this form, the target’s only method of movement is a Fly Speed of 10 feet, and it can hover. The target can enter and occupy the space of another creature. The target has Resistance to Bludgeoning, Piercing, and Slashing damage; it has Immunity to the Prone condition; and it has Advantage on Strength, Dexterity, and Constitution saving throws. The target can pass through narrow openings, but it treats liquids as though they were solid surfaces. The target can’t talk or manipulate objects, and any objects it was carrying or holding can’t be dropped, used, or otherwise interacted with. Finally, the target can’t attack or cast spells. Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 3.",https://www.dndbeyond.com/spells/2618927-gaseous-form,
Gate,9,Conjuration,1 Action,FALSE,1 Minute,TRUE,60,,,,Control,TRUE,TRUE,TRUE,"Diamond worth 5,000+ GP",FALSE,"Teleportation, Control",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,PHB 2024,"You conjure a portal linking an unoccupied space you can see within range to a precise location on a different plane of existence. The portal is a circular opening, which you can make 5 to 20 feet in diameter. You can orient the portal in any direction you choose. The portal lasts for the duration, and the portal’s destination is visible through it. The portal has a front and a back on each plane where it appears. Travel through the portal is possible only by moving through its front. Anything that does so is instantly transported to the other plane, appearing in the unoccupied space nearest to the portal. Deities and other planar rulers can prevent portals created by this spell from opening in their presence or anywhere within their domains. When you cast this spell, you can speak the name of a specific creature (a pseudonym, title, or nickname doesn’t work). If that creature is on a plane other than the one you are on, the portal opens next to the named creature and transports it to the nearest unoccupied space on your side of the portal. You gain no special power over the creature, and it is free to act as the DM deems appropriate. It might leave, attack you, or help you.",https://www.dndbeyond.com/spells/2618932-gate,
Geas,5,Enchantment,1 Minute,FALSE,30 Days,FALSE,60,,,Wisdom,Psychic,TRUE,FALSE,FALSE,,FALSE,Control,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,PHB 2024,"You give a verbal command to a creature that you can see within range, ordering it to carry out some service or refrain from an action or a course of activity as you decide. The target must succeed on a Wisdom saving throw or have the Charmed condition for the duration. The target automatically succeeds if it can’t understand your command. While Charmed, the creature takes 5d10 Psychic damage if it acts in a manner directly counter to your command. It takes this damage no more than once each day. You can issue any command you choose, short of an activity that would result in certain death. Should you issue a suicidal command, the spell ends. A Remove Curse,Greater Restoration, or Wish spell ends this spell. Using a Higher-Level Spell Slot. If you use a level 7 or 8 spell slot, the duration is 365 days. If you use a level 9 spell slot, the spell lasts until it is ended by one of the spells mentioned above.",https://www.dndbeyond.com/spells/2618940-geas,
Gentle Repose,2,Necromancy,1 Action,TRUE,10 Days,FALSE,Touch,,,,Warding,TRUE,TRUE,TRUE,2 copper pieces,TRUE,Warding,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,PHB 2024,"You touch a corpse or other remains. For the duration, the target is protected from decay and can’t become Undead. The spell also effectively extends the time limit on raising the target from the dead, since days spent under the influence of this spell don’t count against the time limit of spells such as Raise Dead.",https://www.dndbeyond.com/spells/2618942-gentle-repose,
Giant Insect,4,Conjuration,1 Action,FALSE,10 Minutes,TRUE,60,,,,Summoning,TRUE,TRUE,FALSE,,FALSE,Summoning,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,"You summon a giant centipede, spider, or wasp (chosen when you cast the spell). It manifests in an unoccupied space you can see within range and uses the Giant Insect stat block. The form you choose determines certain details in its stat block. The creature disappears when it drops to 0 Hit Points or when the spell ends. The creature is an ally to you and your allies. In combat, the creature shares your Initiative count, but it takes its turn immediately after yours. It obeys your verbal commands (no action required by you). If you don’t issue any, it takes the Dodge action and uses its movement to avoid danger. Using a Higher-Level Spell Slot. Use the spell slot’s level for the spell’s level in the stat block.",https://www.dndbeyond.com/spells/2618944-giant-insect,
Glibness,8,Enchantment,1 Action,FALSE,1 Hour,FALSE,Self,,,,Social,TRUE,FALSE,FALSE,,FALSE,Social,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,PHB 2024,"Until the spell ends, when you make a Charisma check, you can replace the number you roll with a 15. Additionally, no matter what you say, magic that would determine if you are telling the truth indicates that you are being truthful.",https://www.dndbeyond.com/spells/2618948-glibness,
Globe of Invulnerability,6,Abjuration,1 Action,FALSE,1 Minute,TRUE,Self,10,Sphere,,Negation,TRUE,TRUE,TRUE,Glass bead,FALSE,"Negation, Warding",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PHB 2024,"An immobile, shimmering barrier appears in a 10-foot Emanation around you and remains for the duration. Any spell of level 5 or lower cast from outside the barrier can’t affect anything within it. Such a spell can target creatures and objects within the barrier, but the spell has no effect on them. Similarly, the area within the barrier is excluded from areas of effect created by such spells. Using a Higher-Level Spell Slot. The barrier blocks spells of 1 level higher for each spell slot level above 6.",https://www.dndbeyond.com/spells/2618950-globe-of-invulnerability,
